City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
340,Fort-Shevchenko,44.51,50.26,29.8,65,0,3.74,KZ,2020-01-03 19:55:50,clear sky
341,Anajatuba,-3.26,-44.62,77.59,93,100,3.94,BR,2020-01-03 19:55:50,moderate rain
342,Cascais,38.7,-9.42,57.2,87,0,3.36,PT,2020-01-03 19:55:51,clear sky
343,Montevideo,44.94,-95.72,33.8,86,90,13.87,US,2020-01-03 19:55:51,light rain
344,Iskateley,67.68,53.15,33.35,97,100,14.9,RU,2020-01-03 19:55:51,light snow
345,Emerald,-23.53,148.16,71.6,73,48,4.7,AU,2020-01-03 19:55:52,scattered clouds
346,Lasa,34.92,32.53,51.8,81,40,8.05,CY,2020-01-03 19:55:52,scattered clouds
347,Aksu,52.04,76.93,24.8,92,90,8.95,KZ,2020-01-03 19:55:52,overcast clouds
348,Kasempa,-13.46,25.83,65.95,90,100,1.14,ZM,2020-01-03 19:55:53,light rain
349,Sinnamary,5.38,-52.96,80.15,77,100,10.8,GF,2020-01-03 19:55:53,overcast clouds
350,Kannur,11.88,75.37,77.0,94,20,1.12,IN,2020-01-03 19:55:54,mist
351,Itupiranga,-5.13,-49.33,87.8,66,40,3.36,BR,2020-01-03 19:55:54,scattered clouds
352,San Quintin,17.54,120.52,65.25,81,47,5.28,PH,2020-01-03 19:55:55,scattered clouds
353,Namatanai,-3.66,152.44,83.28,74,100,2.35,PG,2020-01-03 19:55:55,overcast clouds
354,Santa Isabel Do Rio Negro,-0.41,-65.02,91.29,47,4,2.64,BR,2020-01-03 19:55:55,clear sky
355,Henties Bay,-22.12,14.28,63.0,88,17,1.99,NA,2020-01-03 19:55:56,few clouds
356,Mareeba,-16.99,145.42,78.8,78,40,6.93,AU,2020-01-03 19:55:57,light intensity shower rain
357,Westport,41.14,-73.36,48.0,93,90,5.82,US,2020-01-03 19:51:08,light rain
358,Ambulu,-8.35,113.61,82.56,75,21,15.17,ID,2020-01-03 19:55:57,light rain
359,San Francisco,1.17,-76.88,73.4,69,40,6.93,CO,2020-01-03 19:52:29,scattered clouds
360,Yerbogachen,61.28,108.01,13.41,96,100,1.9,RU,2020-01-03 19:55:58,light snow
361,Barabinsk,55.35,78.35,2.14,97,82,9.06,RU,2020-01-03 19:55:59,broken clouds
362,Bandarbeyla,9.49,50.81,78.6,76,100,16.55,SO,2020-01-03 19:55:59,light rain
363,Tongchuan,34.9,108.95,23.0,92,83,2.24,CN,2020-01-03 19:55:59,mist
364,Abonnema,4.71,6.79,77.0,50,0,3.36,NG,2020-01-03 19:56:00,haze
365,Acari,-6.44,-36.64,88.59,39,100,18.07,BR,2020-01-03 19:56:00,overcast clouds
366,Yafran,32.06,12.53,44.38,52,0,6.44,LY,2020-01-03 19:56:00,clear sky
367,Beringovskiy,63.05,179.32,-10.12,80,0,17.11,RU,2020-01-03 19:56:01,clear sky
368,Tarime,-1.35,34.38,68.0,94,20,2.98,TZ,2020-01-03 19:56:01,few clouds
369,Salvador,-12.98,-38.48,78.8,83,75,8.05,BR,2020-01-03 19:54:52,shower rain
370,Fort Walton Beach,30.41,-86.62,79.0,83,90,21.92,US,2020-01-03 19:56:02,moderate rain
371,Benghazi,32.12,20.07,58.3,64,26,16.89,LY,2020-01-03 19:56:03,light rain
372,Mukhen,48.19,136.14,-10.03,91,0,5.66,RU,2020-01-03 19:56:03,clear sky
373,Tshikapa,-6.42,20.79,70.61,90,100,1.92,CD,2020-01-03 19:56:03,overcast clouds
374,Taoudenni,22.68,-3.98,58.84,24,85,12.62,ML,2020-01-03 19:56:04,overcast clouds
375,Fortuna,40.6,-124.16,55.99,66,20,8.05,US,2020-01-03 19:56:04,few clouds
376,Porto Belo,-27.15,-48.54,84.0,74,40,17.22,BR,2020-01-03 19:56:05,scattered clouds
377,Kagadi,0.95,30.8,67.91,66,100,2.19,UG,2020-01-03 19:56:05,light rain
378,Lyngseidet,69.58,20.21,32.0,93,75,13.87,NO,2020-01-03 19:56:06,broken clouds
379,West Lafayette,40.43,-86.91,43.0,93,100,6.93,US,2020-01-03 19:56:06,mist
380,San Patricio,-26.98,-56.83,90.57,34,0,8.63,PY,2020-01-03 19:56:06,clear sky
381,Kunszentmiklos,47.03,19.13,28.99,100,90,4.34,HU,2020-01-03 19:56:07,fog
382,Palora,-1.7,-77.97,73.4,73,75,8.05,EC,2020-01-03 19:56:07,broken clouds
383,Voh,-20.95,164.69,76.32,72,0,4.68,NC,2020-01-03 19:56:07,clear sky
384,Saint-Pierre,48.95,4.24,50.0,100,90,11.41,FR,2020-01-03 19:56:08,overcast clouds
385,Nelson Bay,-32.72,152.14,72.0,94,0,1.12,AU,2020-01-03 19:56:08,clear sky
386,Berlevag,70.86,29.09,32.0,72,40,11.41,NO,2020-01-03 19:56:08,scattered clouds
387,Saint-Denis,48.94,2.36,50.0,87,90,12.75,FR,2020-01-03 19:56:09,overcast clouds
388,Ayan,38.23,44.7,15.35,76,97,5.61,IR,2020-01-03 19:56:09,overcast clouds
389,Hovd,63.83,10.7,39.99,70,75,23.04,NO,2020-01-03 19:56:09,shower rain
390,Kropotkin,45.43,40.58,32.0,74,0,5.7,RU,2020-01-03 19:56:10,clear sky
391,Mecca,21.43,39.83,69.76,69,21,3.83,SA,2020-01-03 19:56:07,few clouds
392,Ambilobe,-13.19,49.05,78.48,87,100,3.62,MG,2020-01-03 19:56:10,overcast clouds
393,Sarakhs,36.54,61.16,41.0,63,17,2.24,TM,2020-01-03 19:56:11,few clouds
394,Kargat,55.19,80.28,10.89,95,96,10.25,RU,2020-01-03 19:56:11,overcast clouds
395,Bocas Del Toro,9.33,-82.25,70.0,75,49,4.0,PA,2020-01-03 19:56:12,scattered clouds
396,San Cristobal,14.68,-86.92,84.87,38,47,6.06,HN,2020-01-03 19:56:12,scattered clouds
397,Narsaq,60.91,-46.05,35.6,34,75,39.15,GL,2020-01-03 19:56:12,broken clouds
398,Coahuayana,18.62,-100.35,89.02,32,84,3.36,MX,2020-01-03 19:56:13,broken clouds
399,Laguna,16.17,-88.94,87.8,66,40,4.7,BZ,2020-01-03 19:56:13,scattered clouds
400,Colac,-38.34,143.59,68.0,72,0,1.99,AU,2020-01-03 19:56:14,clear sky
401,Carrollton,33.58,-85.08,64.0,91,90,6.98,US,2020-01-03 19:53:20,light rain
402,Norrtalje,59.76,18.7,39.0,59,35,14.99,SE,2020-01-03 19:56:15,scattered clouds
403,Rozivka,47.51,38.15,33.91,98,69,6.17,UA,2020-01-03 19:56:16,broken clouds
404,High Level,58.52,-117.13,-9.4,83,75,2.24,CA,2020-01-03 19:56:16,fog
405,Francistown,-21.17,27.5,91.4,24,40,6.93,BW,2020-01-03 19:56:16,scattered clouds
406,Kralendijk,12.15,-68.27,84.2,70,74,11.41,BQ,2020-01-03 19:53:04,broken clouds
407,Batemans Bay,-35.71,150.18,68.0,97,0,8.16,AU,2020-01-03 19:56:17,clear sky
408,Kosh-Agach,49.99,88.66,-9.38,93,0,1.86,RU,2020-01-03 19:56:18,clear sky
409,Souris,46.36,-62.25,36.0,86,90,6.93,CA,2020-01-03 19:56:18,overcast clouds
410,Lhokseumawe,5.18,97.15,71.51,85,82,2.04,ID,2020-01-03 19:56:18,broken clouds
411,Savannah Bight,16.45,-85.85,82.51,72,100,25.64,HN,2020-01-03 19:56:19,overcast clouds
412,Mopti,14.49,-4.19,62.78,13,1,10.47,ML,2020-01-03 19:56:19,clear sky
413,Prince Rupert,54.32,-130.32,39.2,86,90,6.93,CA,2020-01-03 19:56:19,moderate rain
414,Tamworth,-31.09,150.93,78.8,50,0,6.93,AU,2020-01-03 19:56:20,clear sky
415,Watertown,44.9,-97.12,28.0,86,90,17.22,US,2020-01-03 19:56:20,light snow
416,Saint-Augustin,45.63,-73.98,42.01,80,90,5.82,CA,2020-01-03 19:56:20,overcast clouds
417,Hofn,64.25,-15.21,23.0,57,75,17.22,IS,2020-01-03 19:56:21,broken clouds
418,Nachingwea,-10.37,38.76,72.39,97,91,4.68,TZ,2020-01-03 19:56:21,overcast clouds
419,Turbat,26.0,63.05,63.75,81,44,0.81,PK,2020-01-03 19:56:21,scattered clouds
420,Volchikha,52.02,80.36,16.2,97,100,5.95,RU,2020-01-03 19:56:22,overcast clouds
421,Ust-Nera,64.57,143.24,-13.68,98,56,2.62,RU,2020-01-03 19:56:22,broken clouds
422,Jijiga,9.35,42.8,62.13,76,0,8.77,ET,2020-01-03 19:56:23,clear sky
423,Golfito,8.64,-83.17,81.14,83,87,2.91,CR,2020-01-03 19:56:23,light rain
424,Killybegs,54.63,-8.45,48.2,76,100,19.46,IE,2020-01-03 19:56:23,light rain
425,San Cosme Y Damian,-27.32,-56.35,87.8,48,40,8.05,PY,2020-01-03 19:56:24,scattered clouds
426,Bereznehuvate,47.31,32.85,29.62,85,0,4.72,UA,2020-01-03 19:56:24,clear sky
427,Ojinaga,29.56,-104.41,55.4,43,1,12.75,US,2020-01-03 19:56:24,clear sky
428,Tete,-16.16,33.59,80.6,88,75,9.17,MZ,2020-01-03 19:56:25,broken clouds
429,Eagle Pass,28.71,-100.5,66.2,55,20,20.8,MX,2020-01-03 19:56:25,few clouds
430,Dong Xoai,11.53,106.92,68.92,76,100,3.74,VN,2020-01-03 19:56:25,overcast clouds
431,Rabo De Peixe,37.8,-25.58,60.8,82,20,8.05,PT,2020-01-03 19:56:26,few clouds
432,Canton,40.8,-81.38,52.0,93,90,2.95,US,2020-01-03 19:55:11,light rain
433,Barahan,13.01,120.76,67.73,89,90,9.69,PH,2020-01-03 19:56:26,light rain
434,Maldonado,-34.91,-54.96,78.8,57,40,16.11,UY,2020-01-03 19:56:28,scattered clouds
435,Kizukuri,40.81,140.39,30.0,53,100,5.99,JP,2020-01-03 19:56:28,light snow
436,Chapais,49.78,-74.86,32.0,96,90,10.29,CA,2020-01-03 19:56:29,light snow
437,Pflugerville,30.44,-97.62,64.99,42,20,8.05,US,2020-01-03 19:56:29,few clouds
438,Kholm-Zhirkovskiy,55.52,33.47,28.65,86,58,11.95,RU,2020-01-03 19:56:30,broken clouds
439,Mango,4.65,22.36,75.36,41,100,1.81,CF,2020-01-03 19:56:30,overcast clouds
440,Shostka,51.86,33.47,28.27,92,1,10.69,UA,2020-01-03 19:56:31,clear sky
441,Orlik,53.95,17.74,39.2,93,90,12.75,PL,2020-01-03 19:56:31,overcast clouds
442,Sursk,53.07,45.69,32.0,72,100,15.46,RU,2020-01-03 19:56:31,overcast clouds
443,Severo-Kurilsk,50.68,156.12,18.73,81,100,8.34,RU,2020-01-03 19:56:32,overcast clouds
444,Kangaatsiaq,68.31,-53.46,16.99,59,100,5.75,GL,2020-01-03 19:56:32,overcast clouds
445,Pucara,-21.7,-64.2,89.6,60,75,9.17,BO,2020-01-03 19:56:33,broken clouds
446,Eyl,7.98,49.82,78.17,81,93,18.57,SO,2020-01-03 19:56:33,light rain
447,Palmer,-34.85,139.16,70.0,77,75,13.87,AU,2020-01-03 19:56:33,broken clouds
448,Gat,14.69,-16.54,82.4,13,100,12.75,SN,2020-01-03 19:56:34,dust
449,Pontianak,-0.02,109.34,74.25,98,95,3.22,ID,2020-01-03 19:56:34,overcast clouds
450,Ha Noi,21.02,105.84,69.8,83,90,5.82,VN,2020-01-03 19:56:35,overcast clouds
451,Zanjan,36.67,48.48,29.16,97,100,4.16,IR,2020-01-03 19:56:35,light snow
452,Sao Gabriel Da Cachoeira,-0.13,-67.09,89.6,66,20,5.82,BR,2020-01-03 19:56:35,few clouds
453,Vulcan,50.4,-113.26,37.99,73,100,14.0,CA,2020-01-03 19:56:36,overcast clouds
454,Maltahohe,-24.83,16.98,80.4,22,57,13.71,NA,2020-01-03 19:56:36,broken clouds
455,Bowen,-20.01,148.25,73.4,83,40,10.29,AU,2020-01-03 19:56:36,scattered clouds
456,Lowestoft,52.48,1.75,42.01,80,92,8.05,GB,2020-01-03 19:56:37,overcast clouds
457,Paveh,35.05,46.36,30.11,83,61,5.44,IR,2020-01-03 19:56:37,broken clouds
458,Pangoa,-12.12,-73.0,79.38,81,68,0.58,PE,2020-01-03 19:56:38,moderate rain
459,Chake Chake,-5.25,39.77,82.65,80,91,13.09,TZ,2020-01-03 19:56:38,overcast clouds
460,Oranjestad,12.52,-70.03,86.0,62,20,17.22,AW,2020-01-03 19:54:28,few clouds
461,Osa,57.28,55.46,28.78,92,100,16.44,RU,2020-01-03 19:56:39,light snow
462,Mackenzie,55.34,-123.09,17.6,92,90,8.05,CA,2020-01-03 19:56:39,light snow
463,Northam,-31.65,116.67,57.2,41,0,11.41,AU,2020-01-03 19:56:40,clear sky
464,Sept-Iles,50.2,-66.38,23.0,73,75,2.24,CA,2020-01-03 19:56:40,broken clouds
465,Castres,43.6,2.24,52.0,93,90,2.24,FR,2020-01-03 19:56:40,mist
466,Homer,59.64,-151.54,21.2,92,90,3.36,US,2020-01-03 19:56:41,light snow
467,Saint-Georges,46.12,-70.67,39.0,92,100,3.0,CA,2020-01-03 19:53:34,overcast clouds
468,Port Lincoln,-34.72,135.86,62.82,76,100,14.16,AU,2020-01-03 19:56:41,light rain
469,Karaton,-6.34,106.1,80.01,88,40,4.7,ID,2020-01-03 19:56:42,thunderstorm
470,Sorgun,39.81,35.19,27.41,93,100,3.65,TR,2020-01-03 19:56:42,overcast clouds
471,Madisonville,37.33,-87.5,57.2,100,90,2.95,US,2020-01-03 19:53:05,heavy intensity drizzle
472,Rakkestad,59.43,11.35,39.2,64,14,11.41,NO,2020-01-03 19:56:43,few clouds
473,Sal Rei,16.18,-22.92,73.4,60,100,11.41,CV,2020-01-03 19:56:43,dust
474,Lima,-12.06,-77.04,77.0,65,3,16.11,PE,2020-01-03 19:51:58,clear sky
475,Ostrovnoy,68.05,39.51,33.58,95,100,26.93,RU,2020-01-03 19:56:44,light snow
476,Puerto Colombia,10.99,-74.96,87.8,58,20,11.41,CO,2020-01-03 19:56:44,few clouds
477,Arman,59.7,150.17,22.51,72,100,33.42,RU,2020-01-03 19:56:45,overcast clouds
478,Altay,47.83,88.13,12.38,66,0,6.02,CN,2020-01-03 19:53:20,clear sky
479,Amapa,15.09,-87.97,93.2,38,20,11.41,HN,2020-01-03 19:56:45,few clouds
480,Kieta,-6.22,155.63,79.56,78,100,5.93,PG,2020-01-03 19:56:46,light rain
481,Turka,52.95,108.22,18.48,76,11,11.7,RU,2020-01-03 19:56:46,few clouds
482,Forssa,60.82,23.63,37.99,68,75,8.05,FI,2020-01-03 19:56:47,light snow
483,Lyndon,38.61,-95.68,51.8,53,1,10.29,US,2020-01-03 19:56:47,clear sky
484,Coquimbo,-29.95,-71.34,66.2,63,40,13.87,CL,2020-01-03 19:56:48,scattered clouds
485,Elbrus,43.26,42.65,11.16,21,41,5.32,RU,2020-01-03 19:56:48,scattered clouds
486,Tilichiki,60.47,166.1,-1.17,78,3,6.78,RU,2020-01-03 19:56:48,clear sky
487,Kununurra,-15.77,128.74,82.4,78,100,2.75,AU,2020-01-03 19:56:49,moderate rain
488,Guaymas,27.92,-110.9,71.01,41,0,3.0,MX,2020-01-03 19:56:49,clear sky
489,Dingle,11.0,122.67,72.45,95,87,11.16,PH,2020-01-03 19:56:49,light rain
490,Moussoro,13.64,16.49,61.54,23,44,14.72,TD,2020-01-03 19:56:50,scattered clouds
491,Barbate,36.19,-5.92,57.2,76,20,1.12,ES,2020-01-03 19:56:50,few clouds
492,Liwale,-9.8,37.92,71.28,99,91,3.0,TZ,2020-01-03 19:56:51,overcast clouds
493,Pio Ix,-6.83,-40.61,76.17,81,100,5.68,BR,2020-01-03 19:56:51,light rain
494,Tabuk,17.41,121.44,67.93,87,44,4.07,PH,2020-01-03 19:56:51,scattered clouds
495,Kurilsk,45.23,147.88,16.68,80,54,17.58,RU,2020-01-03 19:56:52,broken clouds
496,Ust-Karsk,52.71,118.82,-10.43,97,13,3.38,RU,2020-01-03 19:56:52,few clouds
497,Grosse Pointe Park,42.38,-82.94,46.0,81,90,4.7,US,2020-01-03 19:56:52,overcast clouds
498,Umm Lajj,25.02,37.27,55.94,64,0,9.44,SA,2020-01-03 19:56:53,clear sky
499,Wajima,37.4,136.9,42.22,59,97,16.04,JP,2020-01-03 19:56:53,overcast clouds
500,Matay,28.42,30.79,44.26,54,0,9.37,EG,2020-01-03 19:56:53,clear sky
501,Saint-Francois,46.42,3.91,46.4,100,90,3.36,FR,2020-01-03 19:56:54,overcast clouds
502,Road Town,18.42,-64.62,82.4,69,40,9.17,VG,2020-01-03 19:56:54,scattered clouds
503,Black River,18.03,-77.85,86.0,70,20,17.22,JM,2020-01-03 19:56:54,few clouds
504,Carmaux,44.05,2.16,45.0,100,90,4.7,FR,2020-01-03 19:56:55,mist
505,Udachnyy,66.42,112.4,-16.6,82,0,2.24,RU,2020-01-03 19:56:55,clear sky
506,Moroni,35.09,24.92,53.6,54,75,23.04,GR,2020-01-03 19:56:55,broken clouds
507,Lata,30.78,78.62,3.4,81,47,7.61,IN,2020-01-03 19:56:56,scattered clouds
508,Bolbec,49.57,0.47,44.6,75,75,11.41,FR,2020-01-03 19:56:56,broken clouds
509,Vuktyl,63.86,57.31,32.74,98,100,14.38,RU,2020-01-03 19:56:56,snow
510,Sychevka,55.83,34.27,29.14,86,39,10.67,RU,2020-01-03 19:56:57,scattered clouds
511,Prainha,-1.8,-53.48,80.78,82,97,3.27,BR,2020-01-03 19:56:57,light rain
512,Lugazi,0.37,32.94,71.04,78,100,1.34,UG,2020-01-03 19:56:58,overcast clouds
513,Chumikan,54.72,135.31,-12.98,82,0,7.14,RU,2020-01-03 19:56:58,clear sky
514,Huescar,37.81,-2.54,48.0,78,99,1.01,ES,2020-01-03 19:56:59,overcast clouds
515,Lubao,-5.39,25.75,68.34,98,100,4.38,CD,2020-01-03 19:56:59,overcast clouds
516,Lewistown,40.39,-90.15,39.0,86,90,8.05,US,2020-01-03 19:57:00,overcast clouds
517,Chino Valley,34.76,-112.45,55.0,39,1,6.67,US,2020-01-03 19:57:00,clear sky
518,Karratha,-20.74,116.85,83.46,77,0,12.46,AU,2020-01-03 19:57:00,clear sky
519,Pandan,11.72,122.09,79.05,81,100,22.39,PH,2020-01-03 19:57:01,light rain
520,Leningradskiy,69.38,178.42,-7.65,76,0,13.8,RU,2020-01-03 19:57:01,clear sky
521,Andros Town,24.73,-77.79,81.0,74,40,14.99,BS,2020-01-03 19:57:01,scattered clouds
522,Kalmunai,7.42,81.82,81.34,79,15,11.63,LK,2020-01-03 19:57:02,light rain
523,Rudesheim,49.85,7.82,48.99,93,90,11.41,DE,2020-01-03 19:57:02,overcast clouds
524,Hobyo,5.35,48.53,76.44,78,2,14.16,SO,2020-01-03 19:57:03,clear sky
525,Pochutla,15.74,-96.47,87.8,48,40,11.41,MX,2020-01-03 19:57:03,scattered clouds
526,Umm Kaddadah,13.6,26.69,62.04,29,100,15.84,SD,2020-01-03 19:57:03,overcast clouds
527,Evensk,61.92,159.24,7.43,70,100,12.06,RU,2020-01-03 19:57:04,overcast clouds
528,Dezhou,37.45,116.31,32.29,50,33,0.78,CN,2020-01-03 19:57:04,scattered clouds
529,Singapore,1.29,103.85,80.6,88,75,3.36,MY,2020-01-03 19:54:30,broken clouds
530,Roskilde,55.64,12.08,41.0,86,95,11.41,DK,2020-01-03 19:57:05,overcast clouds
531,Huarmey,-10.07,-78.15,79.25,55,76,9.78,PE,2020-01-03 19:57:05,broken clouds
532,Muswellbrook,-32.27,150.89,73.99,71,0,1.01,AU,2020-01-03 19:57:05,clear sky
533,Isangel,-19.55,169.27,75.88,73,13,13.69,VU,2020-01-03 19:57:06,light rain
