City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Ulaangom,MN,2020-01-02 20:15:16,49.98,92.07,-15.54,90,0,2.39
306,Lompoc,US,2020-01-02 20:15:16,34.64,-120.46,68.0,72,75,10.29
307,Salinas,US,2020-01-02 20:15:17,36.67,-121.66,62.01,63,1,6.93
308,Monrovia,LR,2020-01-02 20:15:17,6.33,-10.8,78.8,88,20,6.73
309,Zhezkazgan,KZ,2020-01-02 20:15:18,47.8,67.71,28.71,96,100,12.12
310,Anaconda,US,2020-01-02 20:15:18,46.13,-112.94,33.8,47,75,19.46
311,Sanming,CN,2020-01-02 20:15:18,26.24,117.6,51.93,88,0,2.08
312,Suez,EG,2020-01-02 20:15:19,29.97,32.54,52.5,56,44,9.01
313,Road Town,VG,2020-01-02 20:10:26,18.42,-64.62,80.6,94,40,9.42
314,Havelock,US,2020-01-02 20:14:44,34.88,-76.9,60.01,44,75,10.29
315,Chicama,PE,2020-01-02 20:15:20,-7.84,-79.15,71.6,78,40,11.41
316,Gornopravdinsk,RU,2020-01-02 20:15:20,60.06,69.92,1.85,95,99,3.04
317,Tekirdag,TR,2020-01-02 20:15:21,40.98,27.51,37.4,74,40,16.11
318,Beloha,MG,2020-01-02 20:15:21,-25.17,45.06,74.23,82,44,12.06
319,Gizo,IL,2020-01-02 20:15:21,31.8,34.94,55.4,71,75,6.93
320,Bubaque,GW,2020-01-02 20:15:22,11.28,-15.83,79.77,61,100,9.53
321,Zhigansk,RU,2020-01-02 20:15:22,66.77,123.37,-34.01,93,0,9.33
322,Dali,CN,2020-01-02 20:15:23,34.79,109.94,34.03,56,100,2.46
323,Inhambane,MZ,2020-01-02 20:15:24,-23.87,35.38,80.6,78,4,3.36
324,Mollendo,PE,2020-01-02 20:15:24,-17.03,-72.02,69.03,74,2,7.16
325,Tanout,NE,2020-01-02 20:15:25,14.97,8.88,50.23,28,0,14.67
326,Bensonville,LR,2020-01-02 20:15:25,6.45,-10.61,78.8,88,20,1.43
327,Mago,RU,2020-01-02 20:15:26,53.27,140.15,-3.33,88,100,9.82
328,Basoko,CD,2020-01-02 20:15:26,1.23,23.61,74.82,69,100,3.0
329,Iwanai,JP,2020-01-02 20:15:26,42.97,140.51,25.12,69,99,16.02
330,Sol-Iletsk,RU,2020-01-02 20:15:27,51.16,55.0,7.97,96,75,5.39
331,Sibu,MY,2020-01-02 20:15:27,2.29,111.83,77.0,100,75,0.38
332,Nyurba,RU,2020-01-02 20:12:29,63.29,118.35,-10.19,98,100,3.06
333,Leningradskiy,RU,2020-01-02 20:15:28,69.38,178.42,-11.34,81,0,13.96
334,Kabwe,ZM,2020-01-02 20:15:28,-14.44,28.44,67.35,95,100,3.58
335,Iki-Burul,RU,2020-01-02 20:15:28,45.82,44.65,28.4,86,0,11.18
336,Nishihara,JP,2020-01-02 20:15:29,35.74,139.53,39.99,49,1,6.55
337,Kuhdasht,IR,2020-01-02 20:15:29,33.53,47.61,37.69,84,0,3.33
338,Shetpe,KZ,2020-01-02 20:15:30,44.14,52.16,34.27,85,100,8.25
339,Khandagayty,MN,2020-01-02 20:15:30,50.73,92.07,-14.33,91,3,1.41
340,Matagami,NG,2020-01-02 20:15:31,9.67,8.4,57.2,30,0,9.17
341,San Andres,PH,2020-01-02 20:15:31,13.32,122.68,74.48,90,100,11.86
342,Hamilton,CA,2020-01-02 20:12:31,43.26,-79.87,46.99,69,75,16.11
343,Hami,CN,2020-01-02 20:12:19,42.84,93.51,17.55,55,0,0.92
344,Mareeba,AU,2020-01-02 20:15:32,-16.99,145.42,77.0,83,40,2.24
345,Boyolangu,ID,2020-01-02 20:15:32,-8.09,111.9,73.98,88,84,1.72
346,Beyneu,KZ,2020-01-02 20:15:33,45.32,55.19,33.42,97,100,6.98
347,Pangnirtung,CA,2020-01-02 20:15:33,66.15,-65.72,6.8,77,90,4.7
348,Thompson,CA,2020-01-02 20:15:34,55.74,-97.86,5.0,84,75,1.34
349,Saint-Georges,CA,2020-01-02 20:15:34,46.12,-70.67,30.99,84,100,1.99
350,Opuwo,NA,2020-01-02 20:15:34,-18.06,13.84,76.48,52,100,13.42
351,Verkhniy Tagil,RU,2020-01-02 20:15:35,57.37,59.96,2.77,93,0,5.93
352,Bermejo,AR,2020-01-02 20:15:35,-22.73,-64.34,93.99,46,73,1.01
353,Cururupu,BR,2020-01-02 20:15:35,-1.82,-44.87,78.37,85,35,3.36
354,Kurchum,KZ,2020-01-02 20:15:36,48.57,83.65,7.5,89,0,1.88
355,Xichang,CN,2020-01-02 20:15:36,27.88,102.25,33.51,95,72,3.89
356,Alexandria,RO,2020-01-02 20:14:37,43.97,25.33,25.0,79,10,7.18
357,Eyemouth,GB,2020-01-02 20:15:37,55.87,-2.09,51.01,87,89,11.41
358,Amapa,HN,2020-01-02 20:15:37,15.09,-87.97,91.4,43,40,4.7
359,Leshukonskoye,RU,2020-01-02 20:15:38,64.9,45.76,29.3,95,100,10.56
360,Yankton,US,2020-01-02 20:15:38,42.87,-97.4,37.0,74,90,16.11
361,Teguise,ES,2020-01-02 20:15:38,29.06,-13.56,60.8,38,100,9.17
362,Bilma,NE,2020-01-02 20:15:39,18.69,12.92,50.63,29,0,13.0
363,Liverpool,GB,2020-01-02 20:15:39,53.41,-2.98,52.0,100,75,14.99
364,Udachnyy,RU,2020-01-02 20:15:39,66.42,112.4,-11.2,83,0,4.47
365,Ponnani,IN,2020-01-02 20:15:40,10.77,75.93,78.8,78,20,1.07
366,Edgewater,US,2020-01-02 20:15:40,28.99,-80.9,82.0,47,1,9.17
367,Erenhot,CN,2020-01-02 20:15:41,43.65,111.97,13.51,69,0,7.52
368,Takaka,NZ,2020-01-02 20:15:41,-40.86,172.81,69.01,77,99,5.01
369,Kondinskoye,RU,2020-01-02 20:15:41,59.65,67.41,1.26,96,84,4.99
370,Banikoara,BJ,2020-01-02 20:15:42,11.3,2.44,63.73,16,0,8.59
371,Iralaya,HN,2020-01-02 20:15:42,15.0,-83.23,81.14,77,56,13.73
372,Arifwala,PK,2020-01-02 20:15:42,30.29,73.06,50.61,46,0,4.21
373,Tazovskiy,RU,2020-01-02 20:15:43,67.47,78.7,0.23,91,95,10.96
374,Ratnagiri,IN,2020-01-02 20:15:43,16.98,73.3,63.03,93,0,2.59
375,Naze,NG,2020-01-02 20:15:44,5.43,7.07,77.0,50,72,6.67
376,Cassilandia,BR,2020-01-02 20:15:44,-19.11,-51.73,81.37,81,76,4.99
377,Tecoanapa,MX,2020-01-02 20:15:45,16.99,-99.26,86.0,66,40,6.93
378,Jiexiu,CN,2020-01-02 20:15:46,37.02,111.92,28.76,78,14,2.64
379,Kamarion,GR,2020-01-02 20:15:46,36.8,25.82,53.01,62,75,25.28
380,Ilulissat,GL,2020-01-02 20:15:47,69.22,-51.1,8.6,78,75,20.8
381,Carlisle,GB,2020-01-02 20:15:47,54.89,-2.94,51.01,100,100,23.04
382,Port Blair,IN,2020-01-02 20:11:50,11.67,92.75,81.03,77,26,12.88
383,Tocache,PE,2020-01-02 20:15:48,-8.19,-76.51,73.8,88,100,2.46
384,Utete,TZ,2020-01-02 20:15:48,-7.99,38.76,75.47,92,100,3.0
385,Barcelos,BR,2020-01-02 20:15:48,-0.97,-62.93,88.43,53,13,2.55
386,Pombal,BR,2020-01-02 20:15:49,-6.77,-37.8,87.64,41,87,8.72
387,Makakilo City,US,2020-01-02 20:12:02,21.35,-158.09,80.6,61,1,4.7
388,Margate,AU,2020-01-02 20:11:59,-43.03,147.26,60.01,72,75,5.82
389,Touros,BR,2020-01-02 20:15:50,-5.2,-35.46,84.2,66,65,13.87
390,Cockburn Town,TC,2020-01-02 20:15:50,21.46,-71.14,80.6,61,40,10.29
391,Porto Novo,BR,2020-01-02 20:15:51,-23.68,-45.44,69.8,88,75,3.36
392,Bambanglipuro,ID,2020-01-02 20:15:51,-7.95,110.28,74.41,87,37,4.52
393,Abu Kamal,SY,2020-01-02 20:15:51,34.45,40.92,51.4,63,87,9.91
394,Celestun,MX,2020-01-02 20:15:52,20.87,-90.4,78.42,79,30,7.92
395,Yar-Sale,RU,2020-01-02 20:15:52,66.83,70.83,-6.36,95,0,9.84
396,Fort Nelson,CA,2020-01-02 20:12:17,58.81,-122.69,3.2,84,40,3.36
397,Sistranda,NO,2020-01-02 20:15:53,63.73,8.83,48.2,70,75,24.16
398,Nouadhibou,MR,2020-01-02 20:15:54,20.93,-17.03,66.2,42,100,6.93
399,Alofi,NU,2020-01-02 20:15:55,-19.06,-169.92,80.6,61,40,4.7
400,Coari,BR,2020-01-02 20:15:55,-4.09,-63.14,86.74,60,19,2.21
401,Sangamner,IN,2020-01-02 20:15:56,19.57,74.2,59.11,77,0,2.68
402,Saint-Augustin,CA,2020-01-02 20:15:56,45.63,-73.98,39.0,98,75,2.24
403,Vestmannaeyjar,IS,2020-01-02 20:11:59,63.44,-20.27,30.04,73,100,17.69
404,Port Moresby,PG,2020-01-02 20:15:57,-9.47,147.16,77.0,100,90,3.36
405,Ballina,IE,2020-01-02 20:15:57,54.11,-9.15,45.0,100,90,24.16
406,Vardo,US,2020-01-02 20:15:58,39.62,-77.74,53.01,39,1,5.82
407,Xunchang,CN,2020-01-02 20:15:58,28.45,104.71,49.03,71,100,1.74
408,La Tuque,CA,2020-01-02 20:14:32,47.44,-72.79,25.43,96,100,5.68
409,Okitipupa,NG,2020-01-02 20:15:59,6.5,4.78,73.42,36,0,1.59
410,Kirchbichl,AT,2020-01-02 20:15:59,47.51,12.09,32.0,86,13,3.36
411,Hengyang,CN,2020-01-02 20:16:00,26.89,112.6,43.86,86,100,6.55
412,Columbus,US,2020-01-02 20:12:07,32.46,-84.99,55.4,81,90,9.17
413,Petropavlovsk-Kamchatskiy,RU,2020-01-02 20:16:00,53.05,158.65,5.0,84,100,9.62
414,Preobrazheniye,RU,2020-01-02 20:16:01,42.9,133.91,11.03,64,0,6.13
415,Havre-Saint-Pierre,CA,2020-01-02 20:16:01,50.23,-63.6,26.6,73,90,14.99
416,Henties Bay,NA,2020-01-02 20:12:05,-22.12,14.28,63.0,90,5,1.99
417,Daru,PG,2020-01-02 20:16:02,-9.07,143.21,76.46,81,99,1.25
418,Santa Catarina De Tepehuanes,MX,2020-01-02 20:16:02,25.34,-105.72,46.29,55,0,29.86
419,Muhos,FI,2020-01-02 20:16:03,64.81,26.0,41.0,75,100,11.41
420,Komsomolskiy,RU,2020-01-02 20:16:03,67.55,63.78,1.94,95,99,12.08
421,Uglovskoye,RU,2020-01-02 20:16:03,51.36,80.19,17.11,84,67,11.52
422,Lasa,CY,2020-01-02 20:16:04,34.92,32.53,53.6,81,75,13.87
423,Vila,IT,2020-01-02 20:16:04,45.18,8.4,41.0,79,76,3.36
424,Tsiroanomandidy,MG,2020-01-02 20:16:04,-18.77,46.05,68.0,94,100,5.7
425,La Ronge,CA,2020-01-02 20:16:05,55.1,-105.3,26.6,92,90,4.7
426,Richards Bay,ZA,2020-01-02 20:16:05,-28.77,32.06,79.12,86,79,11.48
427,Kargasok,RU,2020-01-02 20:16:06,59.06,80.87,24.51,97,100,3.94
428,Mahebourg,MU,2020-01-02 20:16:06,-20.41,57.7,78.01,94,75,1.12
429,Povenets,RU,2020-01-02 20:16:06,62.85,34.83,34.88,94,100,11.99
430,Okhotsk,RU,2020-01-02 20:16:07,59.36,143.24,10.13,75,100,19.73
431,Nantucket,US,2020-01-02 20:16:07,41.28,-70.1,45.0,70,1,12.75
432,Valladolid,ES,2020-01-02 20:12:15,41.65,-4.73,37.0,52,100,5.82
433,Mitsamiouli,KM,2020-01-02 20:16:09,-11.38,43.28,81.14,89,100,7.85
434,Cilegon,ID,2020-01-02 20:16:09,-6.02,106.05,78.8,88,20,5.82
435,Halifax,CA,2020-01-02 20:16:10,44.65,-63.58,37.0,64,75,14.99
436,Terrace,CA,2020-01-02 20:16:10,54.52,-128.61,30.0,92,90,3.02
437,Nizhniy Kuranakh,RU,2020-01-02 20:16:10,58.84,125.49,-26.21,95,51,1.86
438,Sao Jose Da Coroa Grande,BR,2020-01-02 20:16:11,-8.9,-35.15,80.6,82,57,13.22
439,Salinopolis,BR,2020-01-02 20:16:11,-0.61,-47.36,81.07,81,100,15.82
440,Acari,BR,2020-01-02 20:16:12,-6.44,-36.64,84.42,48,98,14.7
441,Aanekoski,FI,2020-01-02 20:16:12,62.6,25.73,37.99,86,33,14.99
442,Tezu,IN,2020-01-02 20:16:12,27.93,96.16,57.11,86,97,1.68
443,Troitsko-Pechorsk,RU,2020-01-02 20:16:13,62.71,56.19,1.6,94,100,9.08
444,Semirom,IR,2020-01-02 20:16:13,31.41,51.57,25.56,65,5,5.21
445,Ornskoldsvik,SE,2020-01-02 20:16:13,63.29,18.72,44.6,56,99,10.29
446,Maryborough,AU,2020-01-02 20:16:14,-25.54,152.7,74.8,68,19,4.97
447,San Jose,HN,2020-01-02 20:15:44,14.25,-87.96,89.6,46,1,12.75
448,Port-Gentil,GA,2020-01-02 20:16:15,-0.72,8.78,82.4,88,40,3.36
449,Kelamangalam,IN,2020-01-02 20:16:15,12.61,77.86,68.0,100,40,5.82
450,Tokur,RU,2020-01-02 20:16:15,53.13,132.9,-27.15,99,97,1.5
451,Sur,OM,2020-01-02 20:16:16,22.57,59.53,69.15,61,63,8.05
452,Khandbari,NP,2020-01-02 20:16:16,27.38,87.21,34.18,59,100,2.89
453,Murakami,JP,2020-01-02 20:16:17,38.29,139.58,36.79,86,100,4.83
454,Salamanca,MX,2020-01-02 20:16:17,20.57,-101.19,68.0,48,90,18.34
455,Sinegorye,RU,2020-01-02 20:16:18,62.09,150.53,-2.49,99,100,2.86
456,Soe,EE,2020-01-02 20:16:18,57.91,26.05,41.0,80,39,16.11
457,Dunedin,NZ,2020-01-02 20:16:18,-45.87,170.5,57.0,60,70,18.01
458,Shache,CN,2020-01-02 20:16:04,38.42,77.24,19.81,77,100,1.5
459,Hobyo,SO,2020-01-02 20:16:19,5.35,48.53,78.24,78,39,18.25
460,Aykhal,RU,2020-01-02 20:16:19,65.95,111.51,-11.2,83,71,4.47
461,Olinda,AU,2020-01-02 20:16:20,-37.84,145.39,62.01,93,75,6.93
462,Pointe Michel,DM,2020-01-02 20:16:20,15.25,-61.38,86.0,58,20,5.82
463,Rumboci,BA,2020-01-02 20:16:20,43.83,17.51,35.6,51,0,2.24
464,Hirado,JP,2020-01-02 20:16:21,33.32,129.49,50.0,61,0,10.29
465,Rincon,PA,2020-01-02 20:16:21,8.46,-82.28,86.0,66,40,8.05
466,Saint Albans,US,2020-01-02 20:16:21,44.81,-73.08,39.2,64,1,9.17
467,Paungde,MM,2020-01-02 20:16:22,18.49,95.51,66.97,77,0,8.97
468,Carballo,ES,2020-01-02 20:16:22,43.21,-8.69,54.0,81,40,10.29
469,Komsomolets,RU,2020-01-02 20:16:23,52.77,41.29,30.78,96,98,8.59
470,Langres,FR,2020-01-02 20:16:24,47.87,5.33,39.99,100,90,4.7
471,Balkanabat,TM,2020-01-02 20:16:24,39.51,54.36,42.91,87,99,8.05
472,Radom,PL,2020-01-02 20:12:37,51.4,21.15,37.99,41,30,7.0
473,Galesong,ID,2020-01-02 20:16:25,-5.32,119.37,75.2,100,40,4.7
474,Kaspiysk,RU,2020-01-02 20:16:25,42.88,47.64,37.4,74,20,6.71
475,Muzhi,RU,2020-01-02 20:16:26,65.4,64.7,1.45,78,0,7.25
476,Mayumba,GA,2020-01-02 20:16:26,-3.44,10.65,81.82,85,100,2.59
477,Batticaloa,LK,2020-01-02 20:16:26,7.71,81.69,73.6,95,0,2.59
478,Murgab,TM,2020-01-02 20:16:27,37.5,61.97,39.2,86,40,4.81
479,Vite,ES,2020-01-02 20:16:27,42.89,-8.54,54.0,87,90,9.17
480,Valdivia,CL,2020-01-02 20:16:27,-39.81,-73.25,86.0,40,0,8.05
481,Port Macquarie,AU,2020-01-02 20:12:18,-31.43,152.91,69.01,94,75,10.36
482,Kibaya,RW,2020-01-02 20:16:28,-2.2,30.56,61.83,91,100,0.63
483,San Rafael Del Sur,NI,2020-01-02 20:16:28,11.85,-86.44,89.6,49,40,13.87
484,Jumilla,ES,2020-01-02 20:16:29,38.47,-1.33,48.99,89,0,1.3
485,Hualmay,PE,2020-01-02 20:16:29,-11.1,-77.61,76.68,59,47,10.18
486,Lagoa,PT,2020-01-02 20:16:30,37.14,-8.45,59.0,82,75,6.93
487,Santa Cruz Cabralia,BR,2020-01-02 20:16:30,-16.28,-39.02,82.4,74,20,16.11
488,Minas De Barroteran,MX,2020-01-02 20:16:30,27.63,-101.28,68.34,31,10,21.85
489,Krasnokamensk,RU,2020-01-02 20:16:31,50.1,118.04,-8.25,87,0,4.38
490,Okha,RU,2020-01-02 20:16:31,53.59,142.95,-0.04,93,96,15.26
491,Saint Anthony,US,2020-01-02 20:16:31,43.97,-111.68,30.99,86,90,12.75
492,Shelburne,CA,2020-01-02 20:11:52,44.08,-80.2,43.0,60,90,13.87
493,Guerrero,AR,2020-01-02 20:16:33,-24.19,-65.45,86.0,51,40,6.93
494,Sussex,CA,2020-01-02 20:16:33,45.72,-65.51,34.0,64,75,13.87
495,Miandrivazo,MG,2020-01-02 20:16:34,-19.53,45.46,76.91,83,100,7.7
496,Sao Felix Do Xingu,BR,2020-01-02 20:16:34,-6.64,-51.99,78.84,91,41,1.83
497,Cape Girardeau,US,2020-01-02 20:16:34,37.31,-89.52,50.0,87,90,5.82
498,Deloraine,AU,2020-01-02 20:16:35,-41.53,146.66,62.01,87,4,6.93
499,Vryburg,ZA,2020-01-02 20:16:35,-26.96,24.73,77.32,39,67,9.6
500,Lavumisa,ZA,2020-01-02 20:16:36,-27.31,31.88,82.4,65,42,3.36
501,Komatipoort,MZ,2020-01-02 20:16:36,-25.43,31.96,77.0,73,33,6.93
502,Vilhena,BR,2020-01-02 20:16:36,-12.74,-60.15,77.0,83,90,10.29
503,Balgazyn,RU,2020-01-02 20:16:37,51.0,95.2,-3.95,86,0,0.67
504,Nabire,ID,2020-01-02 20:16:37,-3.36,135.5,71.22,97,100,2.21
505,Novikovo,RU,2020-01-02 20:16:37,51.15,37.89,28.9,92,98,10.38
506,Jishu,CN,2020-01-02 20:16:38,44.29,126.79,-0.15,94,33,9.86
507,Novoagansk,RU,2020-01-02 20:16:38,61.94,76.66,-1.35,97,99,5.88
508,Srandakan,ID,2020-01-02 20:16:38,-7.94,110.25,74.41,87,37,4.52
509,Vila Franca Do Campo,PT,2020-01-02 20:16:39,37.72,-25.43,57.2,67,20,6.93
510,Ixtapa,MX,2020-01-02 20:16:39,20.71,-105.21,75.2,57,75,8.05
511,Abu Dhabi,AE,2020-01-02 20:13:24,24.47,54.37,71.6,83,21,3.36
512,Manzhouli,CN,2020-01-02 20:16:40,49.6,117.43,-3.01,94,0,7.29
513,Bereda,ES,2020-01-02 20:16:41,43.27,-7.54,55.0,81,40,10.29
514,Mackay,CA,2020-01-02 20:16:41,53.65,-115.58,26.6,53,75,20.8
515,Basco,US,2020-01-02 20:16:41,40.33,-91.2,53.6,66,1,12.75
516,Rauma,FI,2020-01-02 20:16:42,61.13,21.5,41.0,80,20,11.41
517,Eyl,SO,2020-01-02 20:16:42,7.98,49.82,78.26,79,39,20.74
518,Homer,US,2020-01-02 20:16:42,59.64,-151.54,10.99,77,1,6.93
519,Kinablangan,PH,2020-01-02 20:16:43,7.69,126.55,72.19,93,100,5.39
520,Eureka,US,2020-01-02 20:16:43,40.8,-124.16,53.01,87,40,1.95
521,Union City,US,2020-01-02 20:14:37,36.42,-89.06,54.0,100,75,10.29
522,Flin Flon,CA,2020-01-02 20:11:48,54.77,-101.88,15.8,92,90,4.7
523,Amga,RU,2020-01-02 20:16:44,60.89,131.98,-30.35,98,97,2.06
524,Banjar,ID,2020-01-02 20:11:53,-7.37,108.54,74.7,94,95,1.54
525,Black River,JM,2020-01-02 20:16:45,18.03,-77.85,84.99,74,20,13.87
526,Edinburg,US,2020-01-02 20:13:17,26.3,-98.16,71.01,72,90,9.17
527,Rio Gallegos,AR,2020-01-02 20:12:21,-51.62,-69.22,68.0,49,75,17.22
528,Vallenar,CL,2020-01-02 20:16:46,-28.58,-70.76,69.48,52,0,11.99
529,Talas,KG,2020-01-02 20:16:47,42.52,72.24,25.84,58,100,3.47
530,Masunga,BW,2020-01-02 20:16:47,-20.62,27.45,84.2,37,91,4.7
531,Pokhara,NP,2020-01-02 20:16:48,28.21,83.99,48.34,67,34,3.22
532,Taoudenni,ML,2020-01-02 20:12:30,22.68,-3.98,56.5,22,91,10.78
